question,answer
Số điện thoại của khoa Kỹ thuật Giao thông là gì?,0283 8653 508 - 5657
Số fax của Khoa Kỹ thuật Giao thông là gì?,0283 8653 823
Email của trưởng khoa Kỹ thuật Giao thông là gì?,"Trưởng khoa: PGS. TS. Trần Hữu Nhân  
   Email của trưởng khoa: thnhan@hcmut.edu.vn"
Tui có thể tìm thấy được văn phòng đối ngoại tại đâu?,"Văn phòng: 102 A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5243  
   Email: inter@hcmut.edu.vn, qhdn@hcmut.edu.vn  
   Trưởng Phòng: PGS. TS. Lại Quốc Đạt  
   Email của Trưởng Phòng: lqdat@hcmut.edu.vn  "
Trưởng phòng đối ngoại là ai?,"Văn phòng: 102 A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5243  
   Email: inter@hcmut.edu.vn, qhdn@hcmut.edu.vn  
   Trưởng Phòng: PGS. TS. Lại Quốc Đạt  
   Email của Trưởng Phòng: lqdat@hcmut.edu.vn  "
Làm sao mình có thể liên lạc với phòng đối ngoại?,"Văn phòng: 102 A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5243  
   Email: inter@hcmut.edu.vn, qhdn@hcmut.edu.vn  
   Trưởng Phòng: PGS. TS. Lại Quốc Đạt  
   Email của Trưởng Phòng: lqdat@hcmut.edu.vn  "
Phòng quản trị thiết bị ở đâu?,"Nhà A4 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Trưởng phòng quản trị thiết bị là ai?,PGS. TS. Trần Anh Sơn
Làm sao mình có thể liên lạc với phòng đối ngoại?,"Văn phòng: 102 A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5243  
   Email: inter@hcmut.edu.vn, qhdn@hcmut.edu.vn  
   Trưởng Phòng: PGS. TS. Lại Quốc Đạt  
   Email của Trưởng Phòng: lqdat@hcmut.edu.vn  "
Văn phòng hành chính nằm ở đâu,Nhà A1
Mình cần trao đổi với phòng hành chính,"Văn phòng: A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5282  
   Trưởng Phòng: TS. Nguyễn Lê Dũng  
   Email: hanhchinh@hcmut.edu.vn  
   Email của Trưởng Phòng: [nldung@hcmut.edu.vn](mailto:nldung@hcmut.edu.vn) "
Làm thế nào để gặp trưởng phòng hành chính,"Văn phòng: A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
   Điện thoại: 0283 8647 256 – 5282  
   Trưởng Phòng: TS. Nguyễn Lê Dũng  
   Email: hanhchinh@hcmut.edu.vn  
   Email của Trưởng Phòng: [nldung@hcmut.edu.vn](mailto:nldung@hcmut.edu.vn) "
Phòng khảo thí và đảm bảo chất lượng có phải được đặt tại tòa A1 cơ sở Lý Thường Kiệt không?,"Văn phòng: A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5109  
    Email: bandbcl@hcmut.edu.vn  
    Trưởng phòng: PGS. TS. Hoàng Trang  
    Email của Trưởng Phòng: hoangtrang@hcmut.edu.vn  "
Làm cách nào để mình liên hệ với phòng khảo thí?,"Văn phòng: A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5109  
    Email: bandbcl@hcmut.edu.vn  
    Trưởng phòng: PGS. TS. Hoàng Trang  
    Email của Trưởng Phòng: hoangtrang@hcmut.edu.vn  "
Trưởng phòng khảo thí là ai?,PGS. TS. Hoàng Trang
Hãy cho mình biết số điện thoại văn phòng thanh tra pháp chế?,"Văn phòng: A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5212  
    Email: ttpc@hcmut.edu.vn  
    Trưởng phòng: ThS. Nguyễn Vương Chí"
Phòng thanh tra pháp chế nằm ở đâu?,"Văn phòng: A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5212  
    Email: ttpc@hcmut.edu.vn  
    Trưởng phòng: ThS. Nguyễn Vương Chí"
Làm thế nào để liên hệ phòng thanh tra pháp chế?,"Văn phòng: A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5212  
    Email: ttpc@hcmut.edu.vn  
    Trưởng phòng: ThS. Nguyễn Vương Chí"
Trưởng phòng thanh tra pháp chế là ai?,ThS. Nguyễn Vương Chí
Hiện tại ở Bách Khoa có các hệ thống doanh nghiệp nào?,"**Công ty Cổ phần Khoa học Công nghệ Bách khoa Thành phố Hồ Chí Minh**  
Văn phòng: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM  
Điện thoại: 0283 8651 664; 0283 8645 398  
Website: https://hcmbktechs.com.vn  
Email: bktechs@hcmut.edu.vn  
Tổng Giám đốc: PGS.TS. Đậu Văn Ngọ"
Tổng giám đốc Công ty Cổ phần Khoa học Công nghệ Bách khoa Thành phố Hồ Chí Minh là ai?,PGS.TS. Đậu Văn Ngọ
Làm thế nào để có thể liên hệ với Trung tâm dữ liệu và công nghệ thông tin?,"Văn phòng: A5 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8647 256 \- 5200  
    Email: dl-cntt@hcmut.edu.vn   
    Giám đốc trung tâm: ThS. Nguyễn Cao Đạt  
    Email Giám đốc: dat@hcmut.edu.vn "
Giám đốc trung tâm dữ liệu và công nghệ thông tin là ai?,ThS. Nguyễn Cao Đạt
Thư viện có phải nằm ở tòa A1 không?,"A2 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Giám đốc thư viện là ai?,ThS. Nguyễn Cao Trí
Thông tin liên lạc của thư viện là gì?,"A2 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Ban thanh tra nhân dân nằm ở đâu?,"201 nhà B2 \- 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Trưởng ban thanh tra nhân dân là ai?,ThS. Lại Huy Hùng
Bách Khoa có ký túc xá không?,"Văn phòng:497 Hoà hảo, Phường 7, Quận 10 Tp.HCM  
    Điện thoại: 0283 9573 946  
    Email:  ktx@hcmut.edu.vn  
    Giám đốc: ThS. Trần Tấn Phúc  
    Email Giám đốc: ttphuc@hcmut.edu.vn "
Địa chỉ của ký túc xá Bách Khoa?,"Văn phòng:497 Hoà hảo, Phường 7, Quận 10 Tp.HCM  
    Điện thoại: 0283 9573 946  
    Email:  ktx@hcmut.edu.vn  
    Giám đốc: ThS. Trần Tấn Phúc  
    Email Giám đốc: ttphuc@hcmut.edu.vn "
Mình liên hệ ở đâu để có thể ở Ký túc xá,"Văn phòng:497 Hoà hảo, Phường 7, Quận 10 Tp.HCM  
    Điện thoại: 0283 9573 946"
Giám đốc Ký túc xá Bách Khoa là ai,ThS. Trần Tấn Phúc
Trung tâm Ươm tạo Doanh nghiệp Công nghệ nằm ở đâu?,"268 Lý Thường Kiệt, Quận 10, Thành phố Hồ Chí Minh"
Cách thức liên hệ với trung tâm ươm tạo doanh nghiệp công nghệ?,"Văn phòng: 268 Lý Thường Kiệt, Quận 10, TP. HCM  
    Điện thoại: 0283 8687 063  
    Email: info.tbi@hcmut.edu.vn  
    Giám đốc: PGS. TS. Phạm Đình Anh Khôi  
    Email của Giám đốc: khoipham@hcmut.edu.vn  "
Văn phòng kĩ thuật hóa học nằm ở đâu?,NHà B2
Trưởng khoa kĩ thuật hóa học là ai?,TS. Nguyễn Quang Long
Tôi cần liên hệ bên khoa kĩ thuật hóa học thì cần làm gì?,"Văn phòng: B2 – 268 Lý Thường Kiệt, Quận 10,TP. HCM  
   Điện thoại: 0283 8650 448 \- 5689  
   Fax: 0283 8637 504  
   Website: https://che.hcmut.edu.vn/  
   Trưởng khoa: PGS. TS. Nguyễn Quang Long  
   Email của Trưởng khoa: nqlong@hcmut.edu.vn"
Tôi có thể xin thêm gmaill của trưởng khoa kĩ thuật máy tính được không?,qttho@hcmut.edu.vn
Văn phòng kĩ thuật xây dựng nằm ở đâu?,"B6 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Nguyễn Quang Long là ai?,Trưởng khoa Kỹ thuật Hóa học
"Phân biệt các email của từng khoa:
kktxd@hcmut.edu.vn
kmt@hcmut.edu.vn
kqlcn@hcmut.edu.vn","Kỹ thuật xây dựng
Kỹ thuật môi trường
Quản lý công nghiẹp"
Vui lòng cung cấp thông tin trưởng Khoa Kĩ thuật xây dựng,"Trưởng khoa: PGS. TS. Lê Anh Tuấn  
   Email của Trưởng khoa: latuan@hcmut.edu.vn "
Cung cấp email của khoa kĩ thuật hóa học,"Trưởng khoa: PGS. TS. Nguyễn Quang Long  
   Email của Trưởng khoa: nqlong@hcmut.edu.vn  "
TS. Dương Như Hùng là ai ?,Trưởng Khoa Quản lý Công nghiệp
Văn phòng đào tạo quốc tế nằm ở đâu?,"Phòng 306, Nhà A4, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM"
Cách thức liên hệ với văn phòng đào tạo quốc tế?,"**Địa Chỉ:** Phòng 306, Nhà A4, Trường Đại học Bách khoa, 268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM- **Điện Thoại:** 028 7301 4183 - 03 9798 9798- **Email:** oisp@hcmut.edu.vn; dtqt_tuvan@hcmut.edu.vn; mbamci_admission@hcmut.edu.vn; imp_admission@hcmut.edu.vn- **Website:** oisp.hcmut.edu.vn; mba-mci.hcmut.edu.vn; imp.hcmut.edu.vn- **Facebook:** [facebook.com/bkquocte](https://facebook.com/bkquocte)- **YouTube:** [youtube.com/bkoisp](https://youtube.com/bkoisp)"
Người đứng đầu văn phòng đào tạo quốc tế là ai?,PGS. TS. Đặng Đăng Tùng
Vậy văn phòng đào tạo quốc tế có Youtube không?,(https://youtube.com/bkoisp
Trung tâm Đào tạo và Phát triển nguồn nhân lực Đại học Bách khoa nằm ở đâu?,"Kios 95 \- 96, 268 Lý Thường Kiệt, Q. 10, TP. HCM"
PGS. TS. Trần Thiên Phúc đảm nhiệm vị trí gì?,"**PGS. TS. Trần Thiên Phúc \- Phó Hiệu trưởng:**  
   Phụ trách công tác: Đào tạo đại học, đào tạo sau đại học, đào tạo không chính quy, đào tạo không thường xuyên, đảm bảo chất lượng, khảo thí, thư viện, giáo trình, cựu sinh viên và thực hiện các nhiệm vụ khác theo sự phân công của Hiệu trưởng."
Số điện thoại liên hệ Trung tâm Đào tạo và Phát triển nguồn nhân lực Đại học Bách khoa là gì?,0283 8645 134 – 0283 8647 256 \- 5302
Ở trường đại học Bách khoa có Trung tâm Ngoại ngữ không?,
Trung tâm Ngoại ngữ nằm ở đâu?,"Văn phòng: Cơ sở Lý Thường Kiệt: Lầu 1, Nhà C6, Trường ĐH Bách khoa, 268 LýThường Kiệt, Phường 14, Quận 10, TP.HCM  
    Phòng ghi danh: 142 Tô Hiến Thành, Phường 14, Quận 10 (Cạnh cổng 3, ĐHBK)  
    Cơ sở Dĩ An: Tòa nhà BK English, Trường ĐH Bách khoa, Linh Trung, Thủ Đức (Đối diện ký túc xá Khu A ĐHQG)"
Phương thức liên hệ của trung tâm ngoại ngữ?,"Điện thoại: 0283 866 6869 – 0909 625 988  
    Fax: 38 386666869  
    Email: bkenglish@hcmut.edu.vn "
Thông tin về người điều hành tại trung tâm ngoại ngữ trường đại học Bách khoa TP HCM?,"Giám đốc: ThS. Nguyễn Công Trí  
    Email của Giám đốc: [nguyencongtri@hcmut.edu.vn](mailto:nguyencongtri@hcmut.edu.vn)  "
Văn phòng Đảng Uỷ do ai thành lập?,"Bộ phận tham mưu giúp việc (gọi tắt là Văn phòng Đảng ủy) là do Đảng ủy Trường ĐH Bách khoa thành lập, chịu sự lãnh đạo trực tiếp và thường xuyên của Ban Thường vụ Đảng ủy, thực hiện chức năng tham mưu, giúp việc và phục vụ sự lãnh đạo, chỉ đạo toàn diện của Ban Chấp hành Đảng bộ (gọi tắt là Đảng ủy)."
Chức năng của văn phòng Đảng Uỷ?,"Bộ phận tham mưu giúp việc (gọi tắt là Văn phòng Đảng ủy) là do Đảng ủy Trường ĐH Bách khoa thành lập, chịu sự lãnh đạo trực tiếp và thường xuyên của Ban Thường vụ Đảng ủy, thực hiện chức năng tham mưu, giúp việc và phục vụ sự lãnh đạo, chỉ đạo toàn diện của Ban Chấp hành Đảng bộ (gọi tắt là Đảng ủy)."
Cơ cấu nhân sự của Đảng Uỷ bao gồm những ai?,"- Phụ trách: Đ/c Lê Minh Phương

  Bí thư Đảng ủy, trực tiếp quản lý và điều hành hoạt động, công tác hàng ngày của Văn phòng Đảng ủy.

- Chuyên viên: Đ/c Triệu Thị Lan Hương

  Thực hiện các công tác: Tổng hợp, cán bộ, tài chính và các công tác khác theo phân công.

- Chuyên viên: Đ/c Thiều Thương Thương

  Thực hiện các công tác: Văn thư lưu trữ, đảng vụ và các công tác khác theo phân công."
Đồng chí Lê Minh Phương phụ trách làm gì?,"Bí thư Đảng ủy, trực tiếp quản lý và điều hành hoạt động, công tác hàng ngày của Văn phòng Đảng ủy."
Đồng chí Triệu Thị Lan Hương làm gì?,"Tổng hợp, cán bộ, tài chính và các công tác khác theo phân công."
Đồng chí Thiều Thương Thương phụ trách công việc gì?,"Văn thư lưu trữ, đảng vụ và các công tác khác theo phân công."
Văn phòng Đảng Uỷ nằm ở đâu ?,Địa chỉ: Tầng trệt nhà A1. SĐT: 0283 864 256 \- 7120
Phương thức liên lạc của văn phòng Đảng Uỷ ?,Địa chỉ: Tầng trệt nhà A1. SĐT: 0283 864 256 \- 7120
Công đoàn trường Đại học Bách khoa là gì?,Phần giới thiệu về Công đoàn trong file 3
Nhiệm vụ của Công đoàn trường Đại học Bách Khoa?,"Công đoàn trường Đại học Bách khoa xác định rõ vị trí của mình là một tổ chức Chính trị \- Xã hội của người lao động, là thành viên trong hệ thống chính trị xã hội, giữ vai trò tác động ở các lĩnh vực: chính trị \- kinh tế \- văn hóa tư tưởng – xã hội trong hoạt động của nhà trường đã vượt qua mọi khó khăn thử thách, vươn lên vững mạnh nhằm thực hiện tốt các chức năng của công đoàn. Trong đó, chức năng bảo vệ quyền và lợi ích hợp pháp chính đáng của người lao động mang ý nghĩa trung tâm \- mục tiêu hoạt động công đoàn. Từ chức năng này công đoàn trường đã định ra các nhiệm vụ cụ thể cho từng năm học, từng nhiệm kỳ do vậy mà hoạt động công đoàn trường đã mang lại hiệu quả thiết thực đến đoàn viên công đoàn và người lao động."
Hoạt động công đoàn trường có mang lại lợi ích cho ai không?,"Công đoàn trường Đại học Bách khoa xác định rõ vị trí của mình là một tổ chức Chính trị \- Xã hội của người lao động, là thành viên trong hệ thống chính trị xã hội, giữ vai trò tác động ở các lĩnh vực: chính trị \- kinh tế \- văn hóa tư tưởng – xã hội trong hoạt động của nhà trường đã vượt qua mọi khó khăn thử thách, vươn lên vững mạnh nhằm thực hiện tốt các chức năng của công đoàn. Trong đó, chức năng bảo vệ quyền và lợi ích hợp pháp chính đáng của người lao động mang ý nghĩa trung tâm \- mục tiêu hoạt động công đoàn. Từ chức năng này công đoàn trường đã định ra các nhiệm vụ cụ thể cho từng năm học, từng nhiệm kỳ do vậy mà hoạt động công đoàn trường đã mang lại hiệu quả thiết thực đến đoàn viên công đoàn và người lao động."
Chủ tịch của công đoàn là ai?,Đ/c Lê Thị Hồng Nhan
Làm sao để liên lạc với chủ tích công đoàn?,"Văn phòng Công đoàn nằm tại Phòng 102, tòa nhà A4. Địa chỉ cụ thể là: - **Địa chỉ:** Phòng 102, tòa nhà A4- **Số điện thoại:** 0283 864 256 - 5121; 7121- **Email:** [lthnhan@hcmut.edu.vn](mailto:lthnhan@hcmut.edu.vn)Ngoài ra, bạn cũng có thể liên hệ qua số điện thoại của Chủ tịch Công đoàn là 0933 056 664."
Địa chỉ của văn phòng Công đoàn?,"Phòng 102, tòa nhà A4"
"Nhiệm vụ, chức năng của Đoàn Thanh niên - Hội Sinh viên là gì?","- Tham mưu cho Đảng Ủy – Ban giám hiệu Trường và Thành Đoàn những nội dung, biện pháp chỉ đạo công tác Đoàn – Hội và phong trào thanh niên của Trường Đại học Bách khoa.  
- Lãnh đạo, chỉ đạo, hướng dẫn các Đoàn – Liên chi hội cơ sở và các chi Đoàn – chi Hội trực thuộc xây dựng các chương trình hành động phù hợp với chủ trương của Đảng Ủy và Đoàn – Hội cấp trên, phù hợp với nhu cầu chính đáng của Đoàn viên, Hội viên, thanh niên trong đơn vị.  
- Tổ chức các hoạt động cho toàn thể Đoàn viên, Hội viên, thanh niên trường Đại học Bách Khoa. Qua đó, góp phần giáo dục lý tưởng cách mạng, rèn luyện nhân cách, cùng Nhà trường đào tạo các trí thức trẻ vừa “hồng” vừa “chuyên”. Tuổi trẻ Bách Khoa: “Giỏi chuyên môn – Vững chính trị – Sáng tâm hồn – Khỏe thể chất”."
Những đóng góp của Đoàn Thanh niên- Hội Sinh viên?,"- Tham mưu cho Đảng Ủy – Ban giám hiệu Trường và Thành Đoàn những nội dung, biện pháp chỉ đạo công tác Đoàn – Hội và phong trào thanh niên của Trường Đại học Bách khoa.  
- Lãnh đạo, chỉ đạo, hướng dẫn các Đoàn – Liên chi hội cơ sở và các chi Đoàn – chi Hội trực thuộc xây dựng các chương trình hành động phù hợp với chủ trương của Đảng Ủy và Đoàn – Hội cấp trên, phù hợp với nhu cầu chính đáng của Đoàn viên, Hội viên, thanh niên trong đơn vị.  
- Tổ chức các hoạt động cho toàn thể Đoàn viên, Hội viên, thanh niên trường Đại học Bách Khoa. Qua đó, góp phần giáo dục lý tưởng cách mạng, rèn luyện nhân cách, cùng Nhà trường đào tạo các trí thức trẻ vừa “hồng” vừa “chuyên”. Tuổi trẻ Bách Khoa: “Giỏi chuyên môn – Vững chính trị – Sáng tâm hồn – Khỏe thể chất”."
Bí thư của Đoàn Thanh niên là ai?,Bí thư Đoàn Thanh niên: Đ/c Phan Quốc Thái \- Email: phanquocthai@hcmut.edu.vn  \- SĐT: 0352789717
Phương thức liên lạc của đồng chí Phan Quốc Thái?,Bí thư Đoàn Thanh niên: Đ/c Phan Quốc Thái \- Email: phanquocthai@hcmut.edu.vn  \- SĐT: 0352789717
Chủ tịch Hội Sinh viên là ai?,Đ/c Trần Ngọc Bảo Duy \- Email: duytnb@hcmut.edu.vn   \- SĐT: 0335474602
Phương thức liên lạc của Chủ tịch Hội Sinh viên?,Đ/c Trần Ngọc Bảo Duy \- Email: duytnb@hcmut.edu.vn   \- SĐT: 0335474602
Địa chỉ của văn phòng Đoàn Thanh niên-Hội Sinh viên?,Phòng 114 nhà B1.
Phòng Tổ chức - Nhân sự nằm ở tầng trệt của nhà A1?,"A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Email của Trưởng phòng Khoa học và Công nghệ là ptthi@hcmut.edu.vn?,Đúng vậy
Chức năng chính của Phòng Quản trị Thương hiệu – Truyền thông là gì?,Không có trong data
Số điện thoại của Phòng Khoa học và Công nghệ?,0283 8647 256 \- 5398;7398
Email của Phòng Kế hoạch - Tài chính là gì?,pkhtc@hcmut.edu.vn
Phòng Quản trị Thương hiệu - Truyền thông gồm những văn phòng nào?,"Văn phòng: Nhà A1 – 268 Lý Thường Kiệt, Quận 10, TP. HCM  
* Phòng 304: Tư vấn tuyển sinh, thiết kế  
* Phòng 308: Truyền thông, công tác ISO và văn thư
Điện thoại:   
* 0283 8647 256 – 6321: Tư vấn tuyển sinh, thiết kế  
* 0283 8647 256 – 7322: Truyền thông, công tác ISO và văn thư  "
Văn phòng của Phòng Khoa học và Công nghệ ở đâu,"Phòng 314, nhà A4 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Trưởng phòng Đối ngoại là ai?,PGS. TS. Lại Quốc Đạt
Văn phòng của Kế hoạch - Tài chính ở đâu ?,"A4 – 268 Lý Thường Kiệt, Quận 10, TP. HCM"
Văn phòng của Công tác Sinh viên ở đâu ?,101 nhà A4
Văn phòng của Phòng Đào tạo ở đâu ?,Tầng trệt nhà A1
Email và website của phòng Đào tạo là gì ?,"pdt@hcmut.edu.vn
aao.hcmut.edu.vn"
Email của Phòng Kế hoạch - Tài chính là gì ?,pkhtc@hcmut.edu.vn
Văn phòng Khoa Khoa học Kỹ thuật Máy tính nằm đâu,Tòa A3
Cho tôi số điện thoại của Khoa Khoa học và Kỹ thuật Máy tính đi,0283 8647256 \- 7847
Ai là Trưởng Khoa Khoa học và Kỹ thuật Máy tính trường bách khoa tphcm?,PGS. TS. Quản Thành Thơ
Ai là Hiệu trưởng Trường Đại học Bách Khoa TP.HCM?,GS. TS. Mai Thanh Phong
Hiệu trưởng phụ trách trực tiếp những công tác nào?,"Trực tiếp phụ trách các đơn vị: Khoa Kỹ thuật Hóa học, Khoa Điện – Điện tử, Khoa Kỹ thuật Xây dựng, Phòng Kế hoạch –Tài chính, Phòng Quản trị – Thiết bị, Phòng Quản trị Thương hiệu \- Truyền thông, Văn phòng Đào tạo Quốc tế, Trung tâm Dữ liệu và Công nghệ Thông tin, các Hội đồng cấp trường theo quy định"
PGS. TS. Trần Thiên Phúc phụ trách lĩnh vực gì?,"Phụ trách công tác: Đào tạo đại học, đào tạo sau đại học, đào tạo không chính quy, đào tạo không thường xuyên, đảm bảo chất lượng, khảo thí, thư viện, giáo trình, cựu sinh viên và thực hiện các nhiệm vụ khác theo sự phân công của Hiệu trưởng.  
   Phụ trách các đơn vị: Khoa Cơ khí, Khoa Kỹ thuật Giao thông, Phòng Đào tạo, Phòng Đào tạo Sau đại học, Phòng Khảo thí và Bảo đảm Chất lượng, Thư viện, Trung tâm Đào tạo Bảo dưỡng Công nghiệp, Trung tâm Ngoại ngữ, Trung tâm Đào tạo và Phát triển nguồn nhân lực Đại học Bách khoa, Chương trình “Đào tạo Kỹ sư chất lượng cao tại Việt Nam (PFIEV)”, các Chương trình liên kết đào tạo. "
Phó Hiệu trưởng thường trực là ai?,PGS. TS. Trần Thiên Phúc
PGS. TS. Phạm Trần Vũ phụ trách lĩnh vực gì?,Tương tự câu 366
Khoa nào do PGS. TS. Phạm Trần Vũ phụ trách?,Tương tự câu 366
Ai là Phó Hiệu trưởng phụ trách công tác sinh viên?,PGS. TS. Huỳnh Kỳ Phương Hạ
Khoa Khoa học và Kỹ thuật Máy tính thuộc sự phụ trách của ai trong ban giám hiệu?,PGS. TS. Phạm Trần Vũ
Website của Khoa Khoa học và Kỹ thuật Máy tính là gì?,https://cse.hcmut.edu.vn
Email liên hệ chung của Khoa Khoa học và Kỹ thuật Máy tính là gì?,kkhktmt@hcmut.edu.vn
Các viện nghiên cứu nào do PGS. TS. Phạm Trần Vũ phụ trách?,"Khoa Khoa học và Kỹ thuật Máy tính, khoa Khoa học Ứng dụng, khoa Quản lý Công nghiệp, Phòng Khoa học Công nghệ và Dự án, Phòng Quan hệ Đối ngoại, Viện Khoa học và Công nghệ tiên tiến liên ngành,  Viện Nghiên cứu Năng lượng bền vững, Viện Toán học và các Khoa học Tính toán, Trung tâm Kỹ thuật Điện toán, các Trung tâm nghiên cứu và chuyển giao công nghệ, các Công ty khoa học công nghệ, Phòng thí nghiệm Nghiên cứu về nước khu vực Châu Á (CARE), các Phòng thí nghiệm trọng điểm Quốc gia, các Phòng thí nghiệm trọng điểm ĐHQG-HCM"
PGS. TS. Phạm Tấn Thi giữ vai trò gì tại trường?,Trưởng phòng Khoa học và Công nghệ
Viện trưởng Viện Khoa học và Công nghệ tiên tiến liên ngành là ai?,PGS. TS. Thoại Nam
Tổng Giám đốc Công ty CP KHCN Bách khoa TP.HCM là ai?,PGS.TS. Đậu Văn Ngọ
Trưởng phòng Đào tạo hiện tại là ai?,PGS. TS. Bùi Hoài Thắng
Ai đang giữ chức Trưởng phòng Khảo thí và Bảo đảm Chất lượng?,PGS. TS. Hoàng Trang
Trưởng khoa Cơ khí hiện tại là ai?,PGS. TS. Bùi Trọng Hiếu
PGS. TS. Lê Anh Tuấn giữ chức vụ gì tại trường?,"Trưởng khoa Kỹ thuật Xây dựng, Trường Đại học Bách khoa \- Thành viên Hội đồng Trường"
Trưởng khoa Điện - Điện tử là ai?,TS. Nguyễn Quang Nam
Ông Trần Bá Dương có vai trò gì trong Hội đồng Trường?,Chủ tịch Hội đồng quản trị Công ty cổ phần Ô tô Trường Hải (THACO) – Thành viên Hội đồng Trường
Chủ tịch HĐQT Công ty Nutifood có tham gia Hội đồng Trường không?,Ông Trần Thanh Hải – Chủ tịch Hội đồng quản trị Công ty cổ phần Thực phẩm dinh dưỡng Nutifood – Thành viên Hội đồng Trường
TS. Ngô Hữu Hải có phải là thành viên Hội đồng Trường không?,TS. Ngô Hữu Hải – Chủ tịch Hội Dầu khí TP.HCM – Thành viên Hội đồng Trường
Ai là Chủ tịch HĐQT Công ty Cổ phần Đồng Tâm và cũng là thành viên Hội đồng Trường?,Ông Võ Quốc Thắng
GS. TS. Trần Linh Thước giữ vai trò gì trong Hội đồng Trường?,GS. TS. Trần Linh Thước – Nguyên Hiệu trưởng Trường Đại học Khoa học tự nhiên – ĐHQG-HCM \- Thành viên Hội đồng Trường
Hội đồng Trường có thành viên nào từng là Ủy viên Trung ương Đảng không?,"Ông Trần Lưu Quang – Ủy viên Trung ương Đảng \- Trưởng ban Kinh tế Trung ương \- Thành viên Hội đồng Trường
HOẶC
PGS. TS. Phan Thanh Bình \- Nguyên Ủy viên Trung ương Đảng, Nguyên Chủ nhiệm Ủy ban Văn hóa, Giáo dục, Thanh niên, Thiếu niên và Nhi đồng của Quốc hội \- Thành viên Hội đồng Trường. "
Ông Đinh Viết Duy giữ chức vụ gì trong doanh nghiệp và Hội đồng Trường?,Ông Đinh Viết Duy \- Tổng Giám đốc Công ty Cổ phần Xây lắp Thương mại 2 \- Thành viên Hội đồng Trường
"Em thấy có chương trình gì tên là PFIEV, mà em chưa rõ nó là gì hết. Chương trình đó có gì đặc biệt vậy ạ?",File thông tin về chương trình PFIEV
Em muốn học chương trình PFIEV thì có thể học ở đâu ạ?,"Chương trình PFIEV được triển khai tại 4 trường Đại học ở Việt Nam: Đại học Bách khoa Hà Nội, Trường Đại học Xây dựng Hà Nội, Trường Đại học Bách khoa \- Đại học Đà Nẵng, và Trường Đại học Bách khoa \- Đại học Quốc gia TP.HCM, với sự cộng tác của 8 trường đại học tại Pháp."
"Cho em hỏi, học chương trình PFIEV ở Bách khoa TP.HCM thì học bằng tiếng gì vậy ạ? Em hơi sợ tiếng Pháp á...","Ngôn ngữ sử dụng trong đa số các môn học là tiếng Việt. Một số môn chuyên ngành vào năm cuối được giảng dạy bằng tiếng Anh, hoặc tiếng Pháp do giảng viên của trường hoặc từ trường đối tác ở Pháp."
"Việt pháp kiểm định có ok không, tôi muốn xem mấy cái kiểm định đó","* Chương trình PFIEV đã được kiểm định và công nhận bởi:  
* Ủy ban văn bằng kỹ sư Pháp (Commission des Titres d'Ingénieur \- CTI)  
* Cơ quan kiểm định các chương trình đào tạo kỹ sư Châu Âu (European Network for Accreditation of Engineering Education ENAEE) công nhận thương hiệu chất lượng Châu Âu EUR-ACE Master.  
* Bộ Giáo dục & Đào tạo xác nhận văn bằng PFIEV tương đương trình độ Thạc sĩ trong việc xét tuyển học tiếp lên trình độ cao hơn theo đúng ngành đào tạo."
Tôi muốn xem các đối tác và cơ hội nghề nghiệp khi học ở Việt pháp,"Schneider,  VINCI, MEGGITT, HLS, Fujikura, COTECONS, VAECO, AKSELOS, BOSCH, SolarBK, EVN, VNPT, BACHY SOLETANCHE
Cùng các trường đối tác Pháp..."
